iter	RMSE
598	4.953331174
599	4.94777813
600	4.941160355
601	4.939684647
602	4.937293252
603	4.929661442
604	4.925758388
605	4.923064642
606	4.918893701
607	4.912337935
608	4.910359353
609	4.907559962
610	4.900027374
611	4.896335644
612	4.893250271
613	4.889329261
614	4.88764529
615	4.884753853
616	4.881908716
617	4.870412268
618	4.865761056
619	4.861467005
620	4.860468972
621	4.856237511
622	4.854507613
623	4.851631334
624	4.848819766
625	4.844121613
626	4.838664084
627	4.833768164
628	4.830450855
629	4.823520505
630	4.821906619
631	4.814521562
632	4.81335167
633	4.80862497
634	4.801959324
635	4.800201005
636	4.797470443
637	4.791924309
638	4.790335948
639	4.788747082
640	4.783256141
641	4.779798422
642	4.767980011
643	4.763943417
644	4.759691155
645	4.750013028
646	4.743289908
647	4.740810408
648	4.73670601
649	4.731046205
650	4.726999883
651	4.726087337
652	4.721949804
653	4.717200456
654	4.713231056
655	4.708547023
656	4.704113846
657	4.702875
658	4.70016326
659	4.69729398
660	4.690448432
661	4.68239098
662	4.680705703
663	4.674312915
664	4.672693689
665	4.663174617
666	4.656482214
667	4.652363326
668	4.650651664
669	4.64486706
670	4.64260119
671	4.637824339
672	4.635240612
673	4.631582617
674	4.625675008
675	4.623070981
676	4.620040089
677	4.614319194
678	4.610847815
679	4.606739895
680	4.605436119
681	4.599596881
682	4.596389132
683	4.589924319
684	4.585102864
685	4.579614657
686	4.575903754
687	4.57007986
688	4.566664449
689	4.556847818
690	4.551241856
691	4.549297341
692	4.546488702
693	4.538852309
694	4.531119627
695	4.53050581
696	4.526984497
697	4.523278748
698	4.518140696
699	4.51462669
700	4.509439537
701	4.501993765
702	4.494490411
703	4.491298773
704	4.488959183
705	4.485285443
706	4.481691005
707	4.477679858
708	4.47568819
709	4.473834539
710	4.471273323
711	4.464458863
712	4.461090354
713	4.458864395
714	4.456556414
715	4.454565046
716	4.449433163
717	4.442533447
718	4.440255956
719	4.438699954
720	4.435317324
721	4.432353521
722	4.428852234
723	4.426351535
724	4.426183295
725	4.419821631
726	4.419577739
727	4.417176789
728	4.413172544
729	4.40823016
730	4.405323669
731	4.401363842
732	4.39980063
733	4.395339083
734	4.391679689
735	4.386528648
736	4.3831531
737	4.374868125
738	4.372946009
739	4.370307948
740	4.368842295
741	4.362453321
742	4.360591525
743	4.359310413
744	4.355951834
745	4.354636133
746	4.35275964
747	4.349305838
748	4.342956278
749	4.341160573
750	4.339298788
751	4.336876265
752	4.3305299
753	4.329819535
754	4.326141689
755	4.324168112
756	4.321512788
757	4.315826576
758	4.314393117
759	4.311259294
760	4.309598245
761	4.307288088
762	4.306466537
763	4.302365269
764	4.300301356
765	4.2971913
766	4.295881607
767	4.289749045
768	4.286768114
769	4.283706566
770	4.278249425
771	4.277297531
772	4.270990903
773	4.264717481
774	4.261420492
775	4.257028995
776	4.253930483
777	4.250586754
778	4.243879759
779	4.241082618
780	4.239615842
781	4.23572485
782	4.23042321
783	4.228510875
784	4.227696301
785	4.222529573
786	4.22005253
787	4.218980028
788	4.215856358
789	4.211199362
790	4.208607724
791	4.205966687
792	4.204572866
793	4.203187183
794	4.199845008
795	4.19587295
796	4.189013776
797	4.184118704
798	4.180408396
799	4.179419185
800	4.176809596
801	4.172160831
802	4.169510574
803	4.167815979
804	4.16490551
805	4.164148259
806	4.16113333
807	4.160393573
808	4.157998253
809	4.15565103
810	4.154068967
811	4.149550745
812	4.147055687
813	4.138229992
814	4.133854746
815	4.129651789
816	4.127145048
817	4.124828261
818	4.121384432
819	4.120807034
820	4.113654103
821	4.11180102
822	4.111081048
823	4.109943014
824	4.107028056
825	4.106747685
826	4.103386612
827	4.099656559
828	4.097672129
829	4.095227877
830	4.093201982
831	4.087763643
832	4.086296213
833	4.085899403
834	4.083899765
835	4.080269978
836	4.077146654
837	4.074519009
838	4.071775963
839	4.068350038
840	4.064854176
841	4.060711357
842	4.059299426
843	4.052956925
844	4.052102011
845	4.046524212
846	4.045893656
847	4.043390238
848	4.038854183
849	4.034770314
850	4.03253982
851	4.030554541
852	4.024983272
853	4.023180941
854	4.019871374
855	4.016605386
856	4.013555703
857	4.01009404
858	4.006799602
859	4.005017851
860	4.004133988
861	3.997791534
862	3.992801656
863	3.989858586
864	3.984584522
865	3.983284198
866	3.981301189
867	3.975055464
868	3.970641785
869	3.969627272
870	3.967625886
871	3.965545765
872	3.964406897
873	3.95792888
874	3.955699934
875	3.952822097
876	3.950589206
877	3.946223017
878	3.94414171
879	3.942527928
880	3.94152691
881	3.933511603
882	3.929581278
883	3.926037939
884	3.92227877
885	3.919050073
886	3.915636331
887	3.9155855
888	3.913368307
889	3.910200626
890	3.906592997
891	3.903429139
892	3.89790777
893	3.894322841
894	3.892362877
895	3.888528689
896	3.886005283
897	3.88476223
898	3.881380535
899	3.879910974
900	3.877178729
901	3.875932174
902	3.873088468
903	3.872348963
904	3.871050672
905	3.868808582
906	3.867941966
907	3.864382649
908	3.861508416
909	3.856261684
910	3.854305139
911	3.852419474
912	3.849124735
913	3.848453971
914	3.847453798
915	3.843900683
916	3.841713209
917	3.837159536
918	3.832059236
919	3.831304579
920	3.825948398
921	3.823614227
922	3.820994117
923	3.817990669
924	3.814756167
925	3.812201973
926	3.810479396
927	3.805938379
928	3.804671044
929	3.801098231
930	3.796345965
931	3.79248766
932	3.790901405
933	3.788406248
934	3.786735673
935	3.784076124
936	3.782459074
937	3.777334255
938	3.776316511
939	3.774098042
940	3.772965294
941	3.766871709
942	3.766120711
943	3.764930148
944	3.762038898
945	3.760143088
946	3.756879133
947	3.755157076
948	3.753112043
949	3.750530656
950	3.748511689
951	3.741993091
952	3.740647112
953	3.738918363
954	3.733361679
955	3.732749401
956	3.728802212
957	3.727714507
958	3.724563167
959	3.72315965
960	3.720138395
961	3.71575374
962	3.7125142
963	3.70817219
964	3.704478342
965	3.701680276
966	3.698937102
967	3.695535417
968	3.694597646
969	3.690745505
970	3.687873692
971	3.682528858
972	3.680798978
973	3.679269983
974	3.673567097
975	3.670578374
976	3.668730118
977	3.666322476
978	3.662048924
979	3.660546085
980	3.654502071
981	3.651143596
982	3.650016877
983	3.647690023
984	3.646199109
985	3.644567365
986	3.642500223
987	3.641790181
988	3.640290184
989	3.637411981
990	3.635780764
991	3.633701629
992	3.630081486
993	3.628863685
994	3.623514744
995	3.620623192
996	3.617130264
997	3.609637829
998	3.606927427
999	3.599853479
