iter	RMSE
127	8.464239364
128	8.457408862
129	8.45078487
130	8.443034045
131	8.432658703
132	8.420894288
133	8.408398265
134	8.401527031
135	8.397834161
136	8.392165767
137	8.385751093
138	8.380061083
139	8.375728807
140	8.365907652
141	8.358057287
142	8.35070332
143	8.345488991
144	8.335444935
145	8.322556498
146	8.313297654
147	8.309460377
148	8.304219011
149	8.288426277
150	8.287791051
151	8.267581498
152	8.253588384
153	8.233462445
154	8.224101756
155	8.211222317
156	8.186910733
157	8.18439289
158	8.174027022
159	8.1704538
160	8.16391247
161	8.162131066
162	8.154178342
163	8.142182428
164	8.135516227
165	8.128203768
166	8.125384884
167	8.119497377
168	8.11673302
169	8.113608666
170	8.104971656
171	8.098446233
172	8.096208993
173	8.084462123
174	8.075555124
175	8.066231494
176	8.062589639
177	8.051727751
178	8.050307228
179	8.030963723
180	8.026754592
181	8.015402481
182	8.012806613
183	8.010530316
184	8.002870498
185	7.993693946
186	7.992165727
187	7.977586617
188	7.963362876
189	7.957153422
190	7.955259435
191	7.940708626
192	7.930543398
193	7.92181981
194	7.919719636
195	7.913084413
196	7.900423898
197	7.892030443
198	7.89086667
199	7.877833317
200	7.866958022
201	7.858695869
202	7.849766177
203	7.830763379
204	7.818131433
205	7.807176891
206	7.797990912
207	7.786727861
208	7.773024576
209	7.76341006
210	7.76114795
211	7.750109151
212	7.7417668
213	7.732953917
214	7.7323201
215	7.724587993
216	7.713735834
217	7.701136126
218	7.695267345
219	7.69330502
220	7.683401611
221	7.673040717
222	7.665338214
223	7.660860663
224	7.652065685
225	7.638956171
226	7.634557446
227	7.624874175
228	7.620586766
229	7.607161513
230	7.596270641
231	7.59020253
232	7.582030862
233	7.57293829
234	7.563232903
235	7.558085165
236	7.551088425
237	7.539094557
238	7.527521812
239	7.520123694
240	7.51830614
241	7.513735652
242	7.511651201
243	7.491794357
244	7.483285377
245	7.476624203
246	7.46839981
247	7.460856504
248	7.450224663
249	7.443288593
250	7.434689141
251	7.425406063
252	7.417437442
253	7.416401528
254	7.413627292
255	7.409755419
256	7.392397939
257	7.383254521
258	7.378518379
259	7.37194795
260	7.361119584
261	7.351985055
262	7.339647764
263	7.329997455
264	7.325155916
265	7.321284759
266	7.317663923
267	7.305033899
268	7.299432937
269	7.291933868
270	7.290340044
271	7.279958975
272	7.271865468
273	7.263965586
274	7.25759302
275	7.253662309
276	7.24000592
277	7.233925084
278	7.22674121
279	7.219229687
280	7.21195947
281	7.203133196
282	7.184636745
283	7.176917325
284	7.159547621
285	7.148498047
286	7.138500373
287	7.130881353
288	7.123665297
289	7.11492866
290	7.10806229
291	7.100686942
292	7.094555213
293	7.08265434
294	7.077620171
295	7.067580237
296	7.061942302
297	7.056787628
298	7.046152137
299	7.033053423
300	7.030707359
301	7.027016862
302	7.02241947
303	7.018829297
304	7.008135693
305	7.000843831
306	6.99957801
307	6.988752993
308	6.97971087
309	6.971290112
310	6.966418092
311	6.956875123
312	6.955157725
313	6.949779453
314	6.939523214
315	6.937637121
316	6.931624931
317	6.916195744
318	6.903835446
319	6.89286256
320	6.887857024
321	6.883127693
322	6.872538513
323	6.864571357
324	6.86273729
325	6.858132606
326	6.850943852
327	6.84630508
328	6.844350805
329	6.837380418
330	6.829034168
331	6.819403203
332	6.816394417
333	6.811500404
334	6.803650571
335	6.798558561
336	6.796310751
337	6.790238925
338	6.781664656
339	6.775591473
340	6.769028719
341	6.766406622
342	6.762639253
343	6.757241424
344	6.744147132
345	6.737057145
346	6.732101381
347	6.724975855
348	6.719120336
349	6.711323168
350	6.706313394
351	6.701350521
352	6.69290076
353	6.688171785
354	6.682863772
355	6.676111546
356	6.668138636
357	6.662485318
358	6.659620682
359	6.650411905
360	6.645315558
361	6.636238946
362	6.620980674
363	6.613524905
364	6.607139437
365	6.595730897
366	6.586830465
367	6.584705198
368	6.575351672
369	6.571385691
370	6.563328898
371	6.556350868
372	6.550470707
373	6.540306222
374	6.528807918
375	6.522843974
376	6.517455938
377	6.51006587
378	6.502284402
379	6.494263193
380	6.492052277
381	6.481694909
382	6.480919776
383	6.470763041
384	6.458861525
385	6.453897172
386	6.447136743
387	6.443489525
388	6.437696334
389	6.432106014
390	6.427910239
391	6.421326664
392	6.416199791
393	6.410536023
394	6.407544692
395	6.403593373
396	6.398193995
397	6.393278734
398	6.386444647
399	6.381464088
400	6.373245422
401	6.367845233
402	6.36117147
403	6.358467561
404	6.358258674
405	6.351172372
406	6.340985367
407	6.336675589
408	6.329769457
409	6.318815084
410	6.310829656
411	6.308503634
412	6.302516092
413	6.296982517
414	6.289043195
415	6.282684905
416	6.277022828
417	6.273420096
418	6.267221674
419	6.262731072
420	6.256922038
421	6.250005148
422	6.244082508
423	6.235666062
424	6.2326754
425	6.229994377
426	6.222200726
427	6.21325979
428	6.207999101
429	6.206881885
430	6.198636675
431	6.195953333
432	6.191970017
433	6.189482489
434	6.182496487
435	6.174830247
436	6.173523891
437	6.166671299
438	6.16349685
439	6.158259472
440	6.150460517
441	6.138864994
442	6.132266879
443	6.128102592
444	6.123636076
445	6.118247518
446	6.114026266
447	6.108897562
448	6.101237781
449	6.097613522
450	6.088097744
451	6.083265558
452	6.077115382
453	6.07422635
454	6.071744883
455	6.070168465
456	6.064696793
457	6.059048624
458	6.052713893
459	6.051207881
460	6.044313019
461	6.03917781
462	6.03050177
463	6.021621808
464	6.016449397
465	6.013596896
466	6.00743152
467	5.999764776
468	5.992509133
469	5.990728498
470	5.988574418
471	5.982225873
472	5.972084041
473	5.963887621
474	5.949274777
475	5.944409596
476	5.939244319
477	5.9357675
478	5.920961045
479	5.9166206
480	5.913012904
481	5.909850638
482	5.902974541
483	5.895445402
484	5.889612195
485	5.881968612
486	5.876631232
487	5.876389993
488	5.864742313
489	5.860593985
490	5.849122365
491	5.843567846
492	5.832736995
493	5.825828657
494	5.812891986
495	5.806449486
496	5.803154457
497	5.800590718
498	5.797151536
499	5.791033661
500	5.786632281
501	5.783321922
502	5.779946074
503	5.770156042
504	5.762891994
505	5.759691687
506	5.754098868
507	5.747796076
508	5.741512911
509	5.733734025
510	5.728557471
511	5.725853959
512	5.718180573
513	5.70989043
514	5.706233017
515	5.700973061
516	5.694374819
517	5.69039486
518	5.683566502
519	5.681442193
520	5.676672021
521	5.666396976
522	5.659904873
523	5.649684333
524	5.644105708
525	5.639760445
526	5.636527375
527	5.630931188
528	5.62665031
529	5.616369405
530	5.611274318
531	5.610765317
532	5.608809036
533	5.60447254
534	5.600471677
535	5.596424166
536	5.588136171
537	5.581315764
538	5.577097132
539	5.571586432
540	5.569016646
541	5.561926676
542	5.558361577
543	5.552084568
544	5.545277243
545	5.539414752
546	5.535653693
547	5.53188602
548	5.528869035
549	5.526035976
550	5.522162464
551	5.5153476
552	5.50594232
553	5.49684614
554	5.490799389
555	5.486299439
556	5.480302113
557	5.473319893
558	5.468756839
559	5.465581386
560	5.462546398
561	5.455457839
562	5.446699803
563	5.44415641
564	5.439701301
565	5.436163912
566	5.433085843
567	5.425906743
568	5.424477626
569	5.420697302
570	5.415420943
571	5.410645283
572	5.406544775
573	5.400373466
574	5.395095609
575	5.392779416
576	5.391810503
577	5.386519026
578	5.385132143
579	5.382627207
580	5.381157427
581	5.377397751
582	5.375402433
583	5.371090906
584	5.365513739
585	5.362748612
586	5.361357468
587	5.351968848
588	5.346695548
589	5.343714952
590	5.336898265
591	5.332439725
592	5.328219373
593	5.325032009
594	5.323470177
595	5.312671176
596	5.310511919
597	5.305507004
598	5.300428534
599	5.295639485
600	5.292570788
601	5.29060976
602	5.285953141
603	5.282236426
604	5.275663481
605	5.266582548
606	5.265052049
607	5.261690238
608	5.257580659
609	5.249580683
610	5.24513283
611	5.238679305
612	5.234709447
613	5.230202862
614	5.228310968
615	5.227311207
616	5.224017115
617	5.222795049
618	5.219777583
619	5.217042213
620	5.212989109
621	5.210279612
622	5.206386384
623	5.195392494
624	5.192324921
625	5.185111292
626	5.181599149
627	5.177576292
628	5.173077717
629	5.171867563
630	5.166536595
631	5.159167563
632	5.154102571
633	5.147724371
634	5.144279031
635	5.141610062
636	5.134966238
637	5.132531845
638	5.129823846
639	5.126815104
640	5.12158751
641	5.117539732
642	5.114157458
643	5.112691352
644	5.107285594
645	5.103172979
646	5.099023036
647	5.094237149
648	5.089173248
649	5.084168529
650	5.079487536
651	5.07554219
652	5.070487459
653	5.067260599
654	5.062686504
655	5.061149775
656	5.056771721
657	5.05036814
658	5.045416865
659	5.042719891
660	5.041904
661	5.035096609
662	5.032186372
663	5.027658741
664	5.02284006
665	5.020913775
666	5.01588399
667	5.013489478
668	5.012378476
669	5.006582437
670	5.003154779
671	4.996164799
672	4.991207418
673	4.988119024
674	4.98392063
675	4.979224293
676	4.970527785
677	4.965669169
678	4.960542933
679	4.957741237
680	4.952546503
681	4.950515674
682	4.947962151
683	4.946522295
684	4.942714518
685	4.939283668
686	4.928981282
687	4.923388487
688	4.914492854
689	4.909766728
690	4.897632532
691	4.893917996
692	4.888071891
693	4.887061582
694	4.881436746
695	4.878202427
696	4.87112584
697	4.867801122
698	4.865294796
699	4.85835496
700	4.852037658
701	4.845962794
702	4.839138913
703	4.834666176
704	4.825381786
705	4.823068788
706	4.819107941
707	4.816820383
708	4.808769705
709	4.802529904
710	4.798247298
711	4.795117559
712	4.793097191
713	4.788277702
714	4.783583644
715	4.7827731
716	4.778037901
717	4.775783726
718	4.771270171
719	4.76776878
720	4.763578391
721	4.75847144
722	4.753099007
723	4.748908098
724	4.743938915
725	4.740145918
726	4.735836973
727	4.73121302
728	4.729109259
729	4.727545874
730	4.723730701
731	4.715953181
732	4.712461095
733	4.710678002
734	4.706871732
735	4.701826983
736	4.697608955
737	4.694881547
738	4.691308053
739	4.68304802
740	4.675634146
741	4.670725435
742	4.667066072
743	4.665261125
744	4.660548007
745	4.655301547
746	4.650704077
747	4.645677243
748	4.640576923
749	4.63758397
750	4.635674767
751	4.633783457
752	4.629148852
753	4.625721187
754	4.62092184
755	4.618104682
756	4.615356438
757	4.612740745
758	4.611223637
759	4.607891124
760	4.602760498
761	4.600374635
762	4.596514309
763	4.592658543
764	4.589902891
765	4.587076381
766	4.580559
767	4.578120504
768	4.574699252
769	4.569019803
770	4.565056565
771	4.561693164
772	4.557565945
773	4.552713816
774	4.550134048
775	4.544448191
776	4.541724225
777	4.539030413
778	4.533675994
779	4.529288828
780	4.526779485
781	4.524149603
782	4.520090146
783	4.515389705
784	4.510856959
785	4.508245328
786	4.500586253
787	4.493669017
788	4.488199304
789	4.484810605
790	4.481417691
791	4.478057575
792	4.475573032
793	4.472320079
794	4.471949922
795	4.467949186
796	4.465972546
797	4.464697039
798	4.462282525
799	4.457731195
800	4.455232311
801	4.45062561
802	4.447270473
803	4.446138416
804	4.444244685
805	4.439455413
806	4.436995178
807	4.434270096
808	4.430245265
809	4.429319238
810	4.427271703
811	4.423944156
812	4.421961128
813	4.419742514
814	4.417261022
815	4.416494365
816	4.408924077
817	4.406256597
818	4.40208865
819	4.398339653
820	4.395109047
821	4.391629789
822	4.389914605
823	4.384347031
824	4.377672833
825	4.375692554
826	4.374402531
827	4.372819384
828	4.368987198
829	4.361786967
830	4.35960479
831	4.3523628
832	4.347835004
833	4.344325149
834	4.339760268
835	4.337840867
836	4.334823965
837	4.331517567
838	4.325191694
839	4.322398067
840	4.315428361
841	4.311577902
842	4.310166871
843	4.302962358
844	4.295553583
845	4.288912131
846	4.28498952
847	4.279145931
848	4.272889838
849	4.269842925
850	4.266235456
851	4.263610477
852	4.258703221
853	4.257285016
854	4.252465463
855	4.248458984
856	4.245651504
857	4.241924697
858	4.235958664
859	4.231970642
860	4.230602462
861	4.227738789
862	4.224767032
863	4.216856023
864	4.213509015
865	4.206743686
866	4.202718718
867	4.200237449
868	4.19780676
869	4.193519346
870	4.190975983
871	4.188411743
872	4.18731632
873	4.184496928
874	4.180556638
875	4.178230689
876	4.174521294
877	4.1691263
878	4.166295626
879	4.164968026
880	4.161655085
881	4.15910582
882	4.156586402
883	4.153442981
884	4.149679952
885	4.146563946
886	4.143877496
887	4.141232921
888	4.138950311
889	4.138760336
890	4.136546248
891	4.134504652
892	4.133768425
893	4.130524499
894	4.126286777
895	4.124770791
896	4.11875317
897	4.117364483
898	4.113981508
899	4.112427259
900	4.109371428
901	4.105523732
902	4.103398077
903	4.10175653
904	4.09841884
905	4.091908966
906	4.088686621
907	4.086829381
908	4.082267018
909	4.080741985
910	4.078077864
911	4.074322545
912	4.072406006
913	4.072057459
914	4.070363602
915	4.068056693
916	4.065320276
917	4.063810263
918	4.063144218
919	4.059155639
920	4.05527297
921	4.050869723
922	4.048558955
923	4.045961661
924	4.043944051
925	4.039704623
926	4.032869078
927	4.031128878
928	4.029780105
929	4.028889448
930	4.026224575
931	4.023067694
932	4.018028157
933	4.016143078
934	4.013322609
935	4.008896796
936	4.004868247
937	4.001917343
938	3.999851469
939	3.993966175
940	3.993441252
941	3.991990545
942	3.984127212
943	3.979475499
944	3.973521108
945	3.966007428
946	3.964211626
947	3.958453197
948	3.956837194
949	3.952735375
950	3.949535638
951	3.9482221
952	3.946193257
953	3.940367875
954	3.938800792
955	3.933398751
956	3.932568896
957	3.929064104
958	3.92446184
959	3.921737246
960	3.921328212
961	3.919817627
962	3.919753798
963	3.918388219
964	3.916077879
965	3.911486437
966	3.906859943
967	3.904293952
968	3.899829086
969	3.896378329
970	3.894290792
971	3.891043675
972	3.889178681
973	3.886951337
974	3.880438399
975	3.876394528
976	3.87081276
977	3.869146559
978	3.868208715
979	3.865122479
980	3.862031624
981	3.85922785
982	3.855067513
983	3.848531071
984	3.844556421
985	3.839978198
986	3.837724933
987	3.832362606
988	3.827571948
989	3.823728995
990	3.819781162
991	3.816152785
992	3.815897393
993	3.812150867
994	3.806892567
995	3.803978433
996	3.800739023
997	3.795375752
998	3.792649722
999	3.79164513
